"full_name","a","e","i","om","w","q","epoch","ma","t_jup"
"446572 (2014 OJ130)",3.951,0.1550,9.56,147.14,275.64,3.339,2460000.5,287.18,3.02
"446584 (2014 OL335)",3.991,0.2492,12.42,332.86,74.93,2.996,2460000.5,307.49,2.96
"446683 (2015 OB15)",3.919,0.1429,4.32,339.14,258.48,3.359,2460000.5,52.09,3.04
"446796 (1999 TC71)",3.971,0.2067,9.54,26.09,343.51,3.150,2460000.5,2.46,3
"446798 (1999 TE82)",3.959,0.2439,3.13,31.47,354.03,2.993,2460000.5,347.48,3
"447143 (2005 EN210)",3.999,0.1252,10.27,355.41,230.61,3.498,2460000.5,50.51,3.01
"447779 (2007 RP122)",3.954,0.2286,1.85,76.94,315.84,3.050,2460000.5,315.31,3.01
"447782 (2007 RA195)",3.986,0.2115,1.73,278.31,115.97,3.143,2460000.5,321.09,3.02
"447785 (2007 RQ221)",3.989,0.2368,2.11,213.77,176.61,3.044,2460000.5,332.20,3
"447811 (2007 TV156)",3.95,0.3271,4.57,346.83,41.82,2.658,2460000.5,348.03,2.96
"447829 (2007 TV373)",3.962,0.2738,3.51,44.96,333.57,2.877,2460000.5,359.12,2.99
"447849 (2007 UG132)",3.976,0.2309,14.75,157.55,232.82,3.058,2460000.5,348.33,2.95
"448203 (2008 UH167)",3.984,0.1910,2.87,177.87,263.82,3.223,2460000.5,265.07,3.02
"448271 (2008 YS99)",3.995,0.2312,3.75,110.70,306.32,3.071,2460000.5,322.48,3
"448284 (2009 AH8)",3.978,0.2209,3.94,57.08,7.32,3.099,2460000.5,319.11,3.01
"449315 (2013 FY6)",3.943,0.1576,7.83,168.76,53.21,3.322,2460000.5,70.66,3.02
"449778 (2014 OX122)",3.955,0.2137,12.04,118.92,263.02,3.110,2460000.5,344.14,2.98
"450766 (2007 RA134)",3.944,0.2257,6.08,122.11,264.69,3.053,2460000.5,333.38,3.01
"450776 (2007 RR262)",3.981,0.3109,4.66,186.71,238.43,2.743,2460000.5,292.96,2.96
"450785 (2007 TS158)",3.968,0.2275,7.86,227.06,153.43,3.065,2460000.5,349.21,3
"450790 (2007 TM235)",3.964,0.2861,3.49,57.50,322.84,2.830,2460000.5,345.89,2.98
"450791 (2007 TM259)",3.942,0.2330,2.53,356.27,40.30,3.024,2460000.5,343.39,3.01
"450795 (2007 TE300)",3.938,0.2181,5.89,40.07,354.50,3.079,2460000.5,353.47,3.01
"450796 (2007 TA301)",3.988,0.2931,7.51,28.01,1.94,2.819,2460000.5,341.02,2.96
"450803 (2007 TE432)",3.961,0.1898,1.92,311.13,73.19,3.209,2460000.5,350.62,3.03
"450805 (2007 TQ444)",3.948,0.2193,11.04,341.62,23.60,3.082,2460000.5,10.07,2.99
"450806 (2007 TP451)",3.981,0.2873,14.14,253.93,121.87,2.837,2460000.5,347.03,2.93
"450807 (2007 UC9)",3.857,0.3082,19.77,24.95,14.29,2.668,2460000.5,3.43,2.89
"450815 (2007 VG4)",3.971,0.2443,7.53,325.26,48.80,3.001,2460000.5,357.76,2.99
"450826 (2007 VA95)",3.97,0.3180,8.25,295.68,70.89,2.707,2460000.5,2.97,2.95
"450837 (2007 VE213)",3.979,0.3230,5.49,191.33,180.50,2.693,2460000.5,356.60,2.96
"450839 (2007 VB246)",3.994,0.2709,9.92,95.06,292.70,2.912,2460000.5,347.09,2.96
"451991 (2014 OX13)",3.985,0.2164,3.06,100.17,298.36,3.122,2460000.5,318.16,3.01
"452202 (2015 RV192)",3.963,0.1727,3.24,165.14,276.54,3.279,2460000.5,291.03,3.03
"452315 (1999 VQ116)",3.959,0.2910,3.95,195.68,172.40,2.807,2460000.5,15.73,2.98
"452820 (2006 QA125)",3.953,0.3028,2.07,345.25,359.60,2.756,2460000.5,28.15,2.98
"452849 (2006 SG140)",3.984,0.3152,16.10,66.86,278.31,2.728,2460000.5,33.02,2.9
"453043 (2007 TQ45)",3.951,0.2264,2.11,211.40,184.48,3.057,2460000.5,348.01,3.01
"453077 (2007 VD11)",3.958,0.3338,4.58,325.52,50.24,2.637,2460000.5,3.99,2.95
"453087 (2007 VR162)",3.96,0.3461,2.08,286.76,77.20,2.590,2460000.5,7.94,2.95
"453102 (2007 WC41)",3.997,0.1092,4.35,109.48,254.17,3.561,2460000.5,16.28,3.04
"453395 (2009 DB25)",3.978,0.1117,2.42,121.29,114.18,3.534,2460000.5,202.99,3.04
"454070 (2012 SH65)",3.946,0.0137,6.27,153.03,284.21,3.892,2460000.5,37.59,3.05
"454524 (2014 OB241)",3.97,0.3103,2.23,151.81,215.35,2.738,2460000.5,0.41,2.97
"454690 (2014 RW21)",3.927,0.3096,3.90,139.69,216.64,2.711,2460000.5,31.35,2.97
"456307 (2006 SQ187)",3.98,0.0583,3.09,42.50,321.23,3.748,2460000.5,32.11,3.05
"456362 (2006 TG107)",3.972,0.3256,0.89,113.12,251.23,2.678,2460000.5,38.32,2.96
"456476 (2006 WK67)",3.953,0.1101,13.00,92.27,102.46,3.517,2460000.5,266.08,3
"456480 (2006 WU92)",3.934,0.0920,4.88,82.54,259.50,3.572,2460000.5,97.62,3.05
"456741 (2007 TV25)",3.942,0.1695,0.50,288.44,79.94,3.274,2460000.5,1.01,3.04
"456766 (2007 TV107)",3.957,0.2685,2.30,203.61,177.52,2.894,2460000.5,342.07,2.99
"456805 (2007 TZ291)",3.957,0.2901,2.00,226.16,164.07,2.809,2460000.5,337.15,2.98
"456967 (2008 AD97)",3.957,0.0419,13.11,101.69,34.75,3.791,2460000.5,323.51,3.01
"457004 (2008 CZ76)",3.952,0.0764,12.64,114.93,52.08,3.650,2460000.5,307.06,3.01
"457175 (2008 GO98)",3.972,0.2787,15.56,192.54,53.58,2.865,2460000.5,296.31,2.93
"457736 (2009 HY12)",3.991,0.1369,4.90,45.82,171.90,3.445,2460000.5,250.95,3.03
"458093 (2010 AU91)",3.95,0.2191,11.18,74.67,188.06,3.084,2460000.5,183.32,2.98
"458155 (2010 JT117)",3.921,0.1699,4.58,96.70,118.41,3.254,2460000.5,249.26,3.03
"459435 (2012 TE77)",3.942,0.0119,2.12,255.17,346.00,3.895,2460000.5,230.79,3.06
"460171 (2014 QC30)",3.953,0.2724,3.57,210.28,177.07,2.876,2460000.5,11.14,2.99
"460326 (2014 QB418)",3.947,0.1258,11.03,205.92,160.99,3.451,2460000.5,29.01,3.01
"461222 (2015 VN141)",3.936,0.2508,3.57,104.17,271.22,2.949,2460000.5,5.27,3
"462012 (2006 XT20)",3.988,0.2179,12.50,276.27,216.13,3.119,2460000.5,353.44,2.97
"462235 (2008 AZ109)",3.958,0.1656,3.67,173.09,16.01,3.302,2460000.5,291.66,3.03
"462237 (2008 BO53)",3.952,0.1346,3.35,145.91,40.17,3.420,2460000.5,293.86,3.04
"462242 (2008 CU80)",3.998,0.1085,10.19,344.09,205.86,3.564,2460000.5,286.20,3.02
"462263 (2008 EY70)",3.954,0.1831,3.55,52.47,80.03,3.230,2460000.5,348.66,3.03
"463088 (2011 SR191)",3.922,0.2247,2.43,285.48,86.05,3.041,2460000.5,158.85,3.02
"464027 (2014 WM133)",3.931,0.1672,1.97,259.67,267.12,3.274,2460000.5,296.39,3.04
"464046 (2014 WK200)",3.981,0.1244,13.56,356.19,176.89,3.486,2460000.5,276.30,2.99
"464118 (2014 WC468)",3.968,0.1764,4.08,353.16,111.75,3.268,2460000.5,42.98,3.03
"464188 (2015 BU1)",3.931,0.2102,4.63,62.16,61.71,3.105,2460000.5,9.22,3.02
"464206 (2015 BE116)",3.964,0.2183,5.08,231.54,246.35,3.099,2460000.5,10.23,3.01
"464211 (2015 BW165)",3.981,0.1495,2.15,349.10,151.00,3.386,2460000.5,0.13,3.04
"464251 (2015 DF150)",3.959,0.1151,11.88,278.68,202.82,3.503,2460000.5,13.19,3.01
"464749 (2003 SS27)",3.956,0.2965,8.97,216.96,155.77,2.783,2460000.5,162.68,2.96
"464957 (2005 WX15)",3.977,0.1443,8.75,65.62,29.60,3.403,2460000.5,43.56,3.02
"465152 (2007 CD48)",3.98,0.1696,7.10,171.88,307.53,3.305,2460000.5,25.68,3.02
"465370 (2008 CZ60)",3.919,0.1154,8.56,135.77,341.66,3.467,2460000.5,11.01,3.03
"465386 (2008 FA30)",3.992,0.0469,5.91,191.11,341.69,3.805,2460000.5,310.27,3.04
"466070 (2011 WC136)",3.971,0.2346,11.66,81.82,262.46,3.040,2460000.5,222.59,2.97
"466789 (2015 BS18)",3.987,0.1673,7.38,72.79,99.89,3.320,2460000.5,317.97,3.02
"466807 (2015 BY89)",3.99,0.1499,4.06,5.39,120.72,3.392,2460000.5,17.17,3.03
"466835 (2015 BU223)",3.937,0.2089,3.15,58.73,72.41,3.114,2460000.5,1.07,3.02
"467340 (2002 SX26)",3.954,0.2758,5.75,4.38,339.15,2.864,2460000.5,226.33,2.98
"467341 (2002 TN34)",3.99,0.2512,2.17,343.78,1.92,2.988,2460000.5,220.26,3
"467344 (2002 US43)",3.98,0.3110,6.30,216.33,112.34,2.742,2460000.5,243.48,2.96
"469170 (2015 NS23)",3.978,0.2305,8.91,285.88,355.81,3.061,2460000.5,354.47,2.99
"470953 (2009 OT10)",3.981,0.2648,11.75,317.47,6.17,2.927,2460000.5,251.24,2.96
"470992 (2009 SB128)",3.976,0.1168,5.21,348.66,334.73,3.512,2460000.5,294.53,3.04
"471004 (2009 SY227)",3.958,0.1100,2.54,347.43,288.89,3.523,2460000.5,329.04,3.05
"472868 (2015 FY298)",3.963,0.2031,11.13,162.78,117.44,3.158,2460000.5,320.89,2.99
"473058 (2015 HO90)",3.968,0.1788,3.73,179.72,93.96,3.259,2460000.5,318.78,3.03
"473208 (2015 KE115)",3.986,0.1410,10.75,110.34,199.83,3.424,2460000.5,297.55,3.01
"473210 (2015 KM116)",3.916,0.1549,5.50,183.10,130.59,3.310,2460000.5,311.42,3.04
"473239 (2015 LL6)",3.963,0.2263,8.69,314.33,340.10,3.066,2460000.5,311.87,2.99
"473261 (2015 MA28)",3.962,0.1910,9.48,26.02,290.62,3.205,2460000.5,292.76,3
"473282 (2015 OC5)",3.962,0.1849,11.55,244.31,11.02,3.230,2460000.5,19.81,2.99
"473352 (2015 TH216)",3.966,0.2641,1.96,320.41,70.27,2.919,2460000.5,325.05,3
"473861 (2016 ES133)",3.947,0.1547,8.38,206.94,305.99,3.336,2460000.5,344.84,3.02
"474306 (2001 YT31)",3.959,0.1862,1.62,257.94,178.15,3.222,2460000.5,246.66,3.03
"474709 (2005 GF170)",3.961,0.1926,13.16,215.76,342.75,3.198,2460000.5,103.28,2.98
"476560 (2008 OP12)",3.953,0.2198,3.40,145.37,183.78,3.085,2460000.5,293.32,3.01
"476585 (2008 RM135)",3.95,0.2813,9.79,193.65,254.26,2.839,2460000.5,242.95,2.96
"476600 (2008 SQ83)",3.934,0.1763,1.60,149.72,273.51,3.240,2460000.5,269.14,3.03
"476605 (2008 SM110)",3.98,0.2550,6.23,166.42,285.45,2.965,2460000.5,245.29,2.99
"476632 (2008 SQ213)",3.937,0.2533,5.46,203.82,221.33,2.940,2460000.5,268.21,3
"476642 (2008 SW257)",3.984,0.1735,13.11,20.41,76.94,3.293,2460000.5,238.01,2.98
"476676 (2008 TU54)",3.969,0.2454,1.80,242.79,179.04,2.995,2460000.5,269.61,3
"476677 (2008 TV55)",3.975,0.2464,3.11,25.62,39.78,2.995,2460000.5,267.24,3
"476679 (2008 TV63)",3.961,0.2584,3.48,208.18,221.21,2.937,2460000.5,271.81,3
"476702 (2008 TX136)",3.966,0.2425,2.88,12.45,46.31,3.004,2460000.5,279.34,3
"476703 (2008 TQ145)",3.905,0.2372,3.13,168.76,255.56,2.979,2460000.5,278.61,3.01
"476725 (2008 UW19)",3.988,0.2466,7.95,35.97,43.32,3.005,2460000.5,258.77,2.98
"476731 (2008 UE33)",3.978,0.3114,3.28,143.80,290.99,2.739,2460000.5,275.00,2.97
"476746 (2008 UZ57)",3.931,0.0830,4.10,83.22,303.58,3.605,2460000.5,310.28,3.05
"476748 (2008 UF59)",3.985,0.2710,8.30,191.93,231.92,2.905,2460000.5,274.60,2.97
"476764 (2008 UY99)",3.954,0.2749,2.83,234.00,159.98,2.867,2460000.5,296.68,2.99
"476805 (2008 UW176)",3.951,0.2535,2.30,347.05,90.00,2.950,2460000.5,274.23,3
"476899 (2008 WD23)",3.955,0.2666,1.90,228.00,178.31,2.901,2460000.5,296.12,3
"476900 (2008 WE28)",3.996,0.1441,11.85,58.13,354.23,3.420,2460000.5,284.17,3
"477431 (2009 WH123)",3.938,0.1542,4.44,68.66,12.79,3.331,2460000.5,237.58,3.04
"477446 (2009 WP180)",3.911,0.2576,4.50,115.88,325.69,2.904,2460000.5,252.06,3
"477449 (2009 WW202)",3.952,0.1702,0.84,26.92,56.51,3.279,2460000.5,231.41,3.03
"477454 (2009 WB226)",3.974,0.2404,2.91,201.43,109.57,3.019,2460000.5,315.52,3
"477460 (2009 WU251)",3.949,0.2331,10.60,223.01,231.73,3.029,2460000.5,234.98,2.98
"477461 (2009 WP255)",3.946,0.1402,4.58,93.14,306.54,3.393,2460000.5,270.34,3.04
"477462 (2009 WH261)",3.979,0.2319,9.80,263.10,192.21,3.056,2460000.5,228.82,2.98
"477476 (2010 AK18)",3.973,0.2741,4.66,304.12,133.25,2.884,2460000.5,252.64,2.98
"477782 (2011 BY40)",3.971,0.1694,2.57,193.45,250.11,3.298,2460000.5,232.75,3.03
"477787 (2011 BU70)",3.988,0.1360,4.01,239.77,204.26,3.445,2460000.5,231.99,3.04
"477795 (2011 CZ33)",3.903,0.1642,4.86,124.26,338.23,3.262,2460000.5,218.25,3.04
"477803 (2011 CQ91)",3.953,0.1570,2.63,214.09,236.57,3.333,2460000.5,233.40,3.04
"477816 (2011 EE21)",3.937,0.1855,4.24,43.54,62.18,3.207,2460000.5,228.79,3.03
"479912 (2014 HF47)",3.988,0.1743,9.60,181.76,67.97,3.293,2460000.5,13.50,3
"479924 (2014 HJ110)",3.959,0.1057,9.45,160.21,121.69,3.541,2460000.5,348.42,3.02
"480681 (2015 PJ41)",3.962,0.1498,10.59,104.74,318.36,3.368,2460000.5,265.73,3.01
"480712 (2015 RY107)",3.968,0.2967,11.56,172.02,240.46,2.791,2460000.5,315.84,2.94
"481556 (2007 RH239)",3.966,0.3462,11.40,36.34,1.35,2.593,2460000.5,325.02,2.92
"481571 (2007 TZ27)",3.956,0.2791,9.68,51.15,336.23,2.852,2460000.5,330.44,2.97
"481791 (2008 TZ21)",3.987,0.2954,5.29,220.42,204.97,2.809,2460000.5,274.47,2.97
"481807 (2008 TT173)",3.927,0.1910,3.64,53.24,11.55,3.177,2460000.5,278.97,3.03
"481821 (2008 UE180)",3.957,0.2209,4.76,264.92,133.43,3.083,2460000.5,303.96,3.01
"481839 (2008 WS45)",3.974,0.2707,3.51,268.02,164.74,2.898,2460000.5,287.68,2.99
"481840 (2008 WC46)",3.959,0.3150,2.59,49.13,351.01,2.712,2460000.5,305.33,2.97
"481843 (2008 WE82)",3.974,0.2522,6.57,205.45,216.97,2.972,2460000.5,292.62,2.99
"481852 (2008 XY5)",3.956,0.3361,8.23,2.96,41.04,2.627,2460000.5,301.98,2.94
"482058 (2010 AF80)",3.946,0.2645,9.87,160.75,262.15,2.902,2460000.5,293.17,2.97
"482982 (2014 NP55)",3.986,0.1713,11.83,101.83,314.28,3.304,2460000.5,321.32,2.99
"483140 (2015 OU40)",3.947,0.3207,11.09,320.66,85.57,2.681,2460000.5,308.53,2.94
"483229 (2015 RC63)",3.957,0.1443,4.12,159.47,261.05,3.386,2460000.5,296.16,3.04
"483285 (2015 TA303)",4,0.3103,8.63,81.69,312.13,2.758,2460000.5,330.80,2.95
"483366 (2016 SO13)",3.929,0.1840,6.78,214.43,88.36,3.206,2460000.5,333.79,3.02
"483789 (2005 UH523)",3.941,0.1313,1.96,92.28,185.90,3.424,2460000.5,153.60,3.04
"484296 (2007 RW255)",3.998,0.2934,10.27,186.67,228.02,2.825,2460000.5,299.61,2.95
"484394 (2007 WV23)",3.966,0.2254,4.47,99.93,299.13,3.072,2460000.5,352.36,3.01
"484400 (2007 XT10)",3.979,0.2705,14.15,257.41,129.12,2.902,2460000.5,357.83,2.94
"485073 (2010 EN84)",3.968,0.1718,9.43,19.25,237.81,3.286,2460000.5,174.33,3.01
"485393 (2011 KC32)",3.984,0.1836,6.75,237.35,37.40,3.253,2460000.5,154.72,3.01
"487011 (2014 OK2)",3.954,0.3146,13.83,190.69,175.00,2.710,2460000.5,9.81,2.92
"487086 (2014 OR120)",3.974,0.2512,4.24,58.61,341.05,2.976,2460000.5,327.69,3
"487141 (2014 OX206)",3.993,0.2746,3.92,116.95,262.93,2.896,2460000.5,3.70,2.98
"487558 (2014 WE48)",3.982,0.1959,3.94,112.70,203.83,3.202,2460000.5,96.26,3.02
"487560 (2014 WV140)",3.985,0.0996,8.03,234.25,57.60,3.588,2460000.5,137.30,3.03
"488056 (2015 UH55)",3.94,0.2333,3.91,43.88,1.44,3.021,2460000.5,328.93,3.01
"488427 (2016 XW14)",3.967,0.2843,11.55,193.57,212.48,2.839,2460000.5,301.92,2.95
"488528 (2001 RJ16)",3.994,0.3121,3.33,5.51,328.15,2.748,2460000.5,252.91,2.96
"488584 (2002 OX32)",3.926,0.2589,8.18,315.20,56.89,2.910,2460000.5,200.45,2.99
"488600 (2002 RM44)",3.948,0.3267,3.80,65.36,308.57,2.658,2460000.5,208.58,2.96
"488607 (2002 RS189)",3.973,0.3014,8.10,188.97,184.34,2.776,2460000.5,200.31,2.96
"488613 (2002 RC263)",3.943,0.3089,3.70,261.77,93.70,2.725,2460000.5,222.43,2.97
"488669 (2003 UD97)",3.955,0.3086,9.50,28.26,349.78,2.734,2460000.5,173.62,2.95
"489100 (2006 BF186)",3.95,0.2104,1.47,42.22,11.38,3.119,2460000.5,137.22,3.02
"490397 (2009 QH40)",3.971,0.2371,2.83,167.62,195.28,3.030,2460000.5,242.44,3.01
"490671 (2010 JE41)",3.959,0.2336,13.44,187.30,81.11,3.034,2460000.5,175.41,2.96
"491019 (2011 OB6)",3.963,0.2532,7.75,248.93,164.54,2.960,2460000.5,109.73,2.99
"491030 (2011 PA15)",3.978,0.2623,6.76,333.22,88.02,2.935,2460000.5,113.96,2.98
"491045 (2011 QL34)",3.951,0.2516,7.43,248.78,204.06,2.957,2460000.5,78.00,2.99
"491055 (2011 QE62)",3.952,0.1199,7.17,235.67,191.88,3.478,2460000.5,100.30,3.03
"491135 (2011 SD151)",3.949,0.2359,3.19,29.30,358.41,3.017,2460000.5,151.25,3.01
"491258 (2011 UW251)",3.953,0.1513,3.59,162.38,209.11,3.355,2460000.5,198.20,3.04
"491741 (2012 VD34)",3.961,0.1733,10.37,204.15,190.94,3.275,2460000.5,125.74,3
"491781 (2012 WG16)",3.922,0.2495,4.38,109.38,281.71,2.943,2460000.5,136.41,3
"491795 (2012 XV25)",3.919,0.2377,1.64,236.72,168.91,2.987,2460000.5,124.82,3.01
"492282 (2013 YS12)",3.947,0.2221,1.64,265.83,191.42,3.071,2460000.5,49.22,3.02
"492318 (2014 BW26)",3.973,0.1981,3.36,158.14,266.48,3.186,2460000.5,87.57,3.02
"493506 (2015 BX118)",3.956,0.2446,3.98,357.14,118.16,2.988,2460000.5,27.02,3
"493570 (2015 KS45)",3.974,0.1710,3.93,98.69,175.67,3.295,2460000.5,332.06,3.03
"494163 (2016 FK2)",3.945,0.0436,3.39,0.08,145.98,3.773,2460000.5,343.77,3.06
"494226 (2016 NP24)",3.948,0.1919,7.67,250.45,37.89,3.190,2460000.5,316.32,3.01
"494229 (2016 NY43)",3.952,0.1838,3.78,139.00,164.98,3.226,2460000.5,306.70,3.03
"494675 (2002 VX14)",3.976,0.3370,6.12,351.44,9.04,2.637,2460000.5,220.92,2.94
"494810 (2007 RB150)",3.993,0.2427,15.72,199.68,223.12,3.024,2460000.5,300.14,2.94
"494833 (2007 TW299)",3.975,0.2630,2.10,217.94,184.00,2.929,2460000.5,339.22,2.99
"494853 (2008 CT205)",3.982,0.1763,10.60,135.07,40.07,3.280,2460000.5,305.85,3
"494867 (2008 FY63)",3.94,0.1222,1.93,230.68,275.70,3.458,2460000.5,337.98,3.05
"494889 (2008 SH185)",3.968,0.3055,8.75,344.55,76.10,2.756,2460000.5,279.08,2.96
"495711 (2016 CL80)",3.962,0.1831,8.71,17.78,150.35,3.237,2460000.5,305.62,3.01
"495850 (2002 RK223)",3.944,0.2500,4.13,101.30,257.10,2.958,2460000.5,222.46,3
"495859 (2003 SA181)",3.986,0.2863,4.85,260.93,129.61,2.845,2460000.5,146.81,2.98
"496289 (2012 VE111)",3.974,0.1741,4.02,81.80,357.40,3.282,2460000.5,91.20,3.03
"496908 (2001 QC237)",3.972,0.2740,16.82,353.76,342.40,2.884,2460000.5,269.18,2.92
"496992 (2002 RQ265)",3.964,0.2487,8.07,8.00,7.21,2.978,2460000.5,203.16,2.99
"496998 (2002 TF378)",3.924,0.2230,2.74,4.65,317.79,3.049,2460000.5,251.34,3.02
"497003 (2002 UG78)",3.985,0.2627,1.89,286.11,66.51,2.938,2460000.5,227.70,2.99
"498537 (2008 FV131)",3.956,0.0547,8.16,185.17,305.05,3.739,2460000.5,25.27,3.04
"499131 (2009 PC10)",3.961,0.3359,6.83,313.41,25.64,2.631,2460000.5,252.13,2.95
"499132 (2009 PZ19)",3.967,0.3023,2.13,159.77,169.88,2.768,2460000.5,262.09,2.98
"499138 (2009 QC41)",3.933,0.3087,3.15,214.14,132.50,2.719,2460000.5,259.88,2.97
"499162 (2009 SN54)",3.998,0.2090,3.75,199.91,89.62,3.162,2460000.5,291.23,3.01
"499502 (2010 NE50)",3.995,0.2144,4.19,320.91,59.45,3.139,2460000.5,196.30,3.01
"499507 (2010 OX26)",3.931,0.2192,4.03,104.95,210.96,3.069,2460000.5,257.80,3.02
"499626 (2010 UN83)",3.977,0.2267,1.87,320.31,30.11,3.076,2460000.5,238.93,3.01
"499650 (2010 VM83)",3.986,0.2073,6.04,58.72,311.37,3.160,2460000.5,229.34,3.01
"499710 (2011 AV43)",3.963,0.1490,8.76,112.63,19.75,3.373,2460000.5,188.44,3.02
"500773 (2013 CM155)",3.949,0.1259,3.89,127.84,99.95,3.452,2460000.5,42.24,3.04
"500783 (2013 EA30)",3.94,0.1094,9.37,71.52,143.30,3.509,2460000.5,56.27,3.03
"502105 (2015 AQ272)",3.958,0.0853,2.41,132.55,33.38,3.620,2460000.5,320.96,3.05
"503227 (2015 HG95)",3.991,0.1414,4.52,98.98,178.99,3.426,2460000.5,308.78,3.03
"503234 (2015 HE118)",3.983,0.1080,7.89,218.60,86.20,3.553,2460000.5,275.24,3.03
"503253 (2015 KB28)",3.959,0.2319,10.11,245.27,50.73,3.041,2460000.5,307.11,2.98
"503769 (2016 QA10)",3.933,0.0556,9.12,83.75,149.62,3.715,2460000.5,45.73,3.04
"503772 (2016 QQ36)",3.961,0.2398,8.69,286.66,10.15,3.011,2460000.5,315.34,2.99
"503923 (2002 WL32)",3.924,0.1470,13.21,52.44,257.89,3.347,2460000.5,301.37,3
"504302 (2007 EN224)",3.97,0.3000,7.82,27.12,281.05,2.779,2460000.5,286.86,2.96
"504306 (2007 HL22)",3.973,0.1578,4.06,97.54,194.13,3.346,2460000.5,307.42,3.03
"504579 (2008 TV107)",3.965,0.2147,11.08,44.24,43.90,3.114,2460000.5,247.15,2.99
"504718 (2009 TP49)",3.944,0.2031,7.81,262.24,221.28,3.144,2460000.5,179.21,3.01
"504738 (2009 VX73)",3.992,0.2047,2.06,215.76,274.33,3.175,2460000.5,171.06,3.02
"504905 (2011 AF33)",3.975,0.1860,3.16,35.26,83.21,3.236,2460000.5,187.73,3.02
"505099 (2012 BN10)",3.979,0.1534,10.72,159.07,357.81,3.369,2460000.5,136.58,3.01
"505100 (2012 BY63)",3.948,0.0879,1.82,256.22,260.22,3.601,2460000.5,117.62,3.05
"505359 (2013 EO66)",3.944,0.1094,9.88,111.03,148.61,3.513,2460000.5,27.87,3.02
"505376 (2013 HV104)",3.96,0.1374,8.95,24.47,145.68,3.416,2460000.5,115.90,3.02
"505608 (2014 DJ123)",3.92,0.2212,1.32,292.64,349.33,3.053,2460000.5,329.62,3.02
"505630 (2014 HB187)",3.953,0.1924,10.21,79.40,166.08,3.192,2460000.5,30.48,3
"506054 (2015 KS130)",3.984,0.1993,9.23,166.10,131.68,3.190,2460000.5,312.69,3
"506067 (2015 MJ99)",3.937,0.0792,10.97,128.68,17.55,3.625,2460000.5,147.59,3.02
"506232 (2016 LO52)",3.993,0.2241,12.78,256.53,49.32,3.098,2460000.5,302.00,2.97
"506278 (2016 RC32)",3.948,0.0875,5.41,163.33,278.87,3.602,2460000.5,220.38,3.05
"506361 (2017 QJ10)",3.953,0.3241,9.56,336.90,7.10,2.672,2460000.5,243.37,2.94
"506363 (2017 QG16)",3.943,0.2417,5.33,62.83,278.46,2.990,2460000.5,253.18,3
"506453 (2001 VW77)",3.991,0.1743,3.03,35.99,52.38,3.295,2460000.5,212.02,3.03
"506506 (2004 BZ163)",3.949,0.1926,8.92,310.39,307.62,3.188,2460000.5,25.76,3.01
"506622 (2006 FV55)",3.934,0.1774,7.75,17.16,255.18,3.237,2460000.5,352.06,3.02
"506805 (2007 JL46)",3.951,0.2100,8.12,140.11,136.11,3.121,2460000.5,336.43,3
"506822 (2007 SQ24)",3.969,0.0953,1.45,310.53,249.11,3.591,2460000.5,116.56,3.05
"506966 (2008 RC107)",3.992,0.2315,15.02,14.71,61.66,3.068,2460000.5,254.61,2.95
"507133 (2009 VY10)",3.946,0.2164,2.69,188.69,282.98,3.092,2460000.5,202.86,3.02
"507147 (2009 WL205)",3.953,0.2304,4.49,272.91,201.27,3.043,2460000.5,212.16,3.01
"507232 (2011 AQ38)",3.951,0.1927,1.90,232.84,229.02,3.189,2460000.5,203.16,3.03
"507246 (2011 BF88)",3.929,0.1941,4.48,92.57,355.36,3.167,2460000.5,222.44,3.02
"507250 (2011 BQ103)",3.991,0.1260,2.12,72.03,64.83,3.488,2460000.5,177.05,3.04
"507618 (2013 DM4)",3.945,0.1810,4.83,324.91,307.04,3.231,2460000.5,358.25,3.03
"507640 (2013 MP1)",3.976,0.1466,9.08,116.68,64.83,3.393,2460000.5,128.07,3.02
"508337 (2015 PH80)",3.913,0.1365,1.64,312.26,294.86,3.379,2460000.5,39.36,3.05
"508444 (2016 LK29)",3.988,0.3148,8.90,182.85,143.17,2.732,2460000.5,260.79,2.95
"508842 (2002 BT32)",3.989,0.1992,8.73,317.83,77.13,3.195,2460000.5,313.97,3
"508860 (2002 RR36)",3.943,0.3402,8.98,318.13,36.68,2.602,2460000.5,216.86,2.94
"508922 (2004 EH116)",3.976,0.1270,1.73,311.90,176.85,3.471,2460000.5,175.67,3.04
"509472 (2007 RP277)",3.96,0.2100,13.51,101.18,276.34,3.129,2460000.5,330.76,2.97
"509747 (2008 TE78)",3.957,0.2149,2.90,176.78,250.80,3.107,2460000.5,262.01,3.02
"509755 (2008 TH161)",3.948,0.1778,2.06,220.80,226.18,3.246,2460000.5,255.52,3.03
"509757 (2008 TC165)",3.929,0.1799,6.57,169.67,226.73,3.222,2460000.5,302.22,3.02
"510014 (2009 YN7)",3.935,0.1771,3.24,236.86,216.57,3.238,2460000.5,251.07,3.03
"510183 (2011 BG103)",4,0.1536,3.97,33.28,102.27,3.385,2460000.5,178.73,3.03
"510429 (2011 UK336)",3.976,0.2237,1.73,295.46,110.27,3.086,2460000.5,146.32,3.01
"510521 (2012 BT155)",3.957,0.1101,1.68,152.07,46.31,3.521,2460000.5,109.79,3.05
"510929 (2013 EX51)",3.955,0.1512,9.58,159.06,75.71,3.358,2460000.5,45.07,3.02
